x,y,z,faceIndex,nodeIndex,nodeCount
0.0,0.23606087811519919,-0.5516115134979336,1555358,394,4
-0.013051610830255633,0.14461489308465078,-0.5823113709160375,1555359,18065,4
-0.013012764634023455,0.15629389596368493,-0.579285955366167,1555359,18064,4
0.0,0.15629659580899785,-0.5792852269292897,1555359,387,4
0.0,0.14461094097334976,-0.5823123523941445,1555359,386,4
-0.013259507363963863,0.13287755580006116,-0.5851013204263016,1555360,18068,4
-0.013051610830255633,0.14461489308465078,-0.5823113709160375,1555360,18065,4
0.0,0.14461094097334976,-0.5823123523941445,1555360,386,4
0.0,0.1328663553399322,-0.5851038639580863,1555360,385,4
-0.013462347726213686,0.12108167594660794,-0.5876557051113863,1555361,18069,4
-0.013259507363963863,0.13287755580006116,-0.5851013204263016,1555361,18068,4
0.0,0.1328663553399322,-0.5851038639580863,1555361,385,4
0.0,0.12106691053143435,-0.5876587472116566,1555361,384,4
-0.013775197541392004,0.10923249294439165,-0.589973103187894,1555362,18071,4
-0.013462347726213686,0.12108167594660794,-0.5876557051113863,1555362,18069,4
0.0,0.12106691053143435,-0.5876587472116566,1555362,384,4
0.0,0.10921557144034238,-0.5899762359239221,1555362,383,4
-0.013433719286683576,0.0973305513085736,-0.5920530075778427,1555363,18073,4
-0.013775197541392004,0.10923249294439165,-0.589973103187894,1555363,18071,4
0.0,0.10921557144034238,-0.5899762359239221,1555363,383,4
0.0,0.09731272487792693,-0.5920559378781982,1555363,382,4
-0.013233621735821544,0.08536554608135911,-0.5938962228725077,1555364,18074,4
-0.013433719286683576,0.0973305513085736,-0.5920530075778427,1555364,18073,4
0.0,0.09731272487792693,-0.5920559378781982,1555364,382,4
0.0,0.08535404439002721,-0.5938978759907003,1555364,381,4
-0.01430009322386816,0.03678705729380133,-0.598871198519066,1555365,18080,4
-0.014267577372842233,0.048935151220447025,-0.5980011295767191,1555365,18078,4
0.0,0.04903830813864626,-0.5979926791649703,1555365,378,4
0.0,0.036779783327361114,-0.5988716452950434,1555365,377,4
-0.014363769404584836,0.02488777994108576,-0.5994836097922979,1555366,18083,4
-0.01430009322386816,0.03678705729380133,-0.598871198519066,1555366,18080,4
0.0,0.036779783327361114,-0.5988716452950434,1555366,377,4
0.0,0.02448632063338302,-0.5995001418697407,1555366,376,4
-0.014405157077113984,0.012554882991463975,-0.5998686313794634,1555367,18082,4
-0.014363769404584836,0.02488777994108576,-0.5994836097922979,1555367,18083,4
0.0,0.02448632063338302,-0.5995001418697407,1555367,376,4
0.0,0.012202575021187044,-0.5998759014686723,1555367,375,4
-0.014405157077113984,0.012554882991463975,-0.5998686313794634,1555368,18082,4
-0.029236680494614475,0.01344602204967328,-0.5998493181550177,1555368,18081,4
-0.029232482897539214,0.02621529818409092,-0.5994270248671802,1555368,18393,4
-0.014363769404584836,0.02488777994108576,-0.5994836097922979,1555368,18083,4
-0.014613653042053087,0.01249466388598473,0.5998698887045225,1555537,17891,4
-0.015022833721515028,0.024927229382790315,0.5994819707341479,1555537,17892,4
-0.030515402406895653,0.026401432191919438,0.5994188555411111,1555537,18343,4
-0.02962664796972625,0.013245346909611566,0.5998537828381546,1555537,17890,4
-0.02505318507678833,0.14428371510034396,0.5823935177840175,1555538,18332,4
-0.025417326316363287,0.13259350186527724,0.5851657570834974,1555538,18333,4
-0.0125526616104219,0.13257034713812882,0.5851710032628719,1555538,17901,4
-0.012420159524749508,0.14427530084283338,0.5823956022899812,1555538,17902,4
-0.025412650541362325,0.1559130099902145,0.5793885857658841,1555539,18331,4
-0.02505318507678833,0.14428371510034396,0.5823935177840175,1555539,18332,4
-0.012420159524749508,0.14427530084283338,0.5823956022899812,1555539,17902,4
-0.012579400097353144,0.1559212244963954,0.5793863751863213,1555539,17904,4
-0.02575257339440551,0.21315949244687796,0.5608591897970375,1555541,18123,4
-0.02588187568024125,0.20185498103733734,0.5650261645538339,1555541,18330,4
-0.012794240945192215,0.20184428164676652,0.5650299867852155,1555541,17908,4
-0.012733195383579421,0.213134790029814,0.5608685775464223,1555541,17910,4
-0.024779927463203677,0.40631676401732564,0.4414823748220181,1555542,18143,4
-0.024792847478401825,0.3973900742527641,0.4495343467249,1555542,18142,4
-0.012316192232963985,0.3973910355739399,0.44953349691148886,1555542,17931,4
-0.01231668869612701,0.4063179987147496,0.4414812384693609,1555542,17932,4
-0.024705452690212404,0.5644020618986152,0.20359349823752163,1555551,18169,4
-0.024713932716702303,0.5602134986990508,0.21485072928749513,1555551,18168,4
-0.012320388745360233,0.5602144464389154,0.21484825808262814,1555551,17960,4
-0.012317680171154421,0.564403050624972,0.20359075726865714,1555551,17961,4
-0.024666202187905384,0.5683640978129997,0.19225569514897312,1555552,18170,4
-0.024705452690212404,0.5644020618986152,0.20359349823752163,1555552,18169,4
-0.012317680171154421,0.564403050624972,0.20359075726865714,1555552,17961,4
-0.012303993456045603,0.5683651565505087,0.1922525651826673,1555552,17963,4
-0.02467114283678562,0.5720980684259773,0.18084192020454143,1555553,18171,4
-0.024666202187905384,0.5683640978129997,0.19225569514897312,1555553,18170,4
-0.012303993456045603,0.5683651565505087,0.1922525651826673,1555553,17963,4
-0.012305366918610616,0.5720991495369728,0.18083850004651209,1555553,17964,4
-0.024678645463453996,0.5847253523589497,0.1345223487332201,1555554,18176,4
-0.024724407624125533,0.5819173975592891,0.14619214212064985,1555554,18175,4
-0.012325360293243826,0.5819183706356371,0.14618826873851812,1555554,17967,4
-0.01231044556000338,0.5847263796289665,0.13451788344306426,1555554,17969,4
-0.024731934261210675,0.599277346361409,0.02943912597255404,1555555,18183,4
-0.0247335766624186,0.5986122430423705,0.04078458630146791,1555555,18182,4
-0.012322895143446644,0.5986225102375652,0.040633609695375966,1555555,17978,4
-0.012316923762002219,0.5992839009751193,0.029305392542046067,1555555,17979,4
-0.024704310664382056,0.5979355781138435,-0.04972971370985077,1555557,18192,4
-0.024684542715966096,0.5987912038150492,-0.038066970377535016,1555557,18191,4
-0.012311323029546628,0.5987996217489522,-0.037934324737785304,1555557,17986,4
-0.012323980803014223,0.5979437222005223,-0.049631694319100174,1555557,17987,4
-0.024741742075590878,0.5900401366303152,-0.10886981751283945,1555558,18197,4
-0.024764712673165157,0.5921008445694407,-0.09703911510393633,1555558,18196,4
-0.012352208474943893,0.5921016885086363,-0.09703396552353058,1555558,17992,4
-0.012345764481120014,0.5900402687337577,-0.10886910155133536,1555558,17993,4
-0.025448998646038667,0.47259259761155337,-0.3696704433448317,1555567,18218,4
-0.02539277192409717,0.47992063852321587,-0.36010579101073725,1555567,18217,4
-0.012566130294202615,0.479921660398878,-0.3601044291313063,1555567,18021,4
-0.012591038487501649,0.47259467483564416,-0.3696677877730108,1555567,18023,4
-0.02531384191410435,0.4161250674896606,-0.43224984465783833,1555568,18225,4
-0.025280822935407343,0.4247196526182587,-0.42380799506359673,1555568,18367,4
-0.012528744327278574,0.42471985407284846,-0.42380779317556,1555568,18030,4
-0.012539478116829983,0.41611828923169863,-0.4322563699552436,1555568,18031,4
-0.02665617460735259,0.35131155879966747,-0.48639509521966584,1555570,18231,4
-0.026474580251308666,0.3610603489078223,-0.4792029052985401,1555570,18230,4
-0.013045255663955757,0.36107800806869317,-0.4791895993123648,1555570,18039,4
-0.013112127215851643,0.35136478309639824,-0.4863566481499158,1555570,18043,4
-0.02661545855508507,0.15624689095904032,-0.5792986354771033,1555571,18378,4
-0.026989137487605674,0.1678348726098766,-0.5760481364747451,1555571,18377,4
-0.013186327824331379,0.1679104189341764,-0.5760261202526752,1555571,18062,4
-0.013012764634023455,0.15629389596368493,-0.579285955366167,1555571,18064,4
-0.026771147336705603,0.1446075966486757,-0.5823131829106172,1555572,18379,4
-0.02661545855508507,0.15624689095904032,-0.5792986354771033,1555572,18378,4
-0.013012764634023455,0.15629389596368493,-0.579285955366167,1555572,18064,4
-0.013051610830255633,0.14461489308465078,-0.5823113709160375,1555572,18065,4
-0.013051610830255633,0.14461489308465078,-0.5823113709160375,1555573,18065,4
-0.013259507363963863,0.13287755580006116,-0.5851013204263016,1555573,18068,4
-0.027243194314624297,0.13291854202532322,-0.5850920108716768,1555573,18380,4
-0.026771147336705603,0.1446075966486757,-0.5823131829106172,1555573,18379,4
-0.013259507363963863,0.13287755580006116,-0.5851013204263016,1555574,18068,4
-0.013462347726213686,0.12108167594660794,-0.5876557051113863,1555574,18069,4
-0.027733339823959646,0.12116556665504942,-0.587638413871286,1555574,18381,4
-0.027243194314624297,0.13291854202532322,-0.5850920108716768,1555574,18380,4
-0.013462347726213686,0.12108167594660794,-0.5876557051113863,1555575,18069,4
-0.013775197541392004,0.10923249294439165,-0.589973103187894,1555575,18071,4
-0.02840881858705302,0.10933463194449236,-0.5899541831850693,1555575,18382,4
-0.027733339823959646,0.12116556665504942,-0.587638413871286,1555575,18381,4
-0.013433719286683576,0.0973305513085736,-0.5920530075778427,1555576,18073,4
-0.027967826197281553,0.0974505157544207,-0.5920332735405988,1555576,18383,4
-0.02840881858705302,0.10933463194449236,-0.5899541831850693,1555576,18382,4
-0.013775197541392004,0.10923249294439165,-0.589973103187894,1555576,18071,4
-0.013233621735821544,0.08536554608135911,-0.5938962228725077,1555577,18074,4
-0.027069705946408007,0.08545034455194563,-0.5938840279178703,1555577,18385,4
-0.027967826197281553,0.0974505157544207,-0.5920332735405988,1555577,18383,4
-0.013433719286683576,0.0973305513085736,-0.5920530075778427,1555577,18073,4
-0.013979469032488367,0.06116514223088787,-0.5968742123562344,1555578,18077,4
-0.014267577372842233,0.048935151220447025,-0.5980011295767191,1555578,18078,4
-0.029197806309369412,0.04831532806997202,-0.598051527105726,1555578,18390,4
-0.028573549656548458,0.0609340344098609,-0.5968978500970982,1555578,18389,4
-0.014267577372842233,0.048935151220447025,-0.5980011295767191,1555579,18078,4
-0.01430009322386816,0.03678705729380133,-0.598871198519066,1555579,18080,4
-0.029072206126930844,0.03600853712922333,-0.5989185130331282,1555579,18392,4
-0.029197806309369412,0.04831532806997202,-0.598051527105726,1555579,18390,4
-0.014363769404584836,0.02488777994108576,-0.5994836097922979,1555580,18083,4
-0.029232482897539214,0.02621529818409092,-0.5994270248671802,1555580,18393,4
-0.029072206126930844,0.03600853712922333,-0.5989185130331282,1555580,18392,4
-0.01430009322386816,0.03678705729380133,-0.598871198519066,1555580,18080,4
